Original Filename,Suggested New Filename
TeenBeatSandyNelson_.mp3,teenbeat sandy nelson.mp3
TennesseeToddyMartyRobbins.mp3,tennessee toddy marty robbins.mp3
Tennessee_Thompson__Slippin__Slidin.mp3,tennessee thompson slippin slidin.mp3
TequilaChamps.mp3,tequila champs.mp3
ThatAintNothingButRightJoeyCastle.mp3,that a int nothing but right joey castle.mp3
ThatCertainFemaleCharlieFeathers.mp3,that certain female charlie feathers.mp3
ThatsAllOnieWheeler.mp3,thats all on ie wheeler.mp3
ThatsAllRightoriginalArthurCrudup.mp3,thats all right original arthur crudup.mp3
ThatsAllRightRickyNelson.mp3,thats all right ricky nelson.mp3
ThatsShowBizDaleWright.mp3,thats showbiz dale wright.mp3
ThatstheWayIFeelJimmyPritchett.mp3,thats the way i feel jimmy pritchett.mp3
TheCheaterBobbyDeSoto.mp3,the cheater bobby desoto.mp3
TheCreeksGoneMuddyJimmyBallard.mp3,the creeks gone muddy jimmy ballard.mp3
TheFoolSClark.mp3,the fools clark.mp3
TheGirlCantHelpItRustyYork.mp3,the girl cant help it rusty york.mp3
TheGreatPretenderJimAlleyNTheAlleyCats.mp3,the great pretender jim alleyn the alley cats.mp3
TheHappyWhistlerDonRobertson.mp3,the happy whistler don robertson.mp3
TheItchCarlCherry.mp3,the itch carl cherry.mp3
TheKidsAreAlrightLordBeverlyMossNTheMossmen.mp3,the kids are alright lord beverly moss n the moss men.mp3
TheNightRiderSpeedyWestJimmyBryant_mp3ify-dot-com.mp3,the nightrider speedy west jimmy bryant mp3ify dot com.mp3
ThereWasAFungusAmongUsTerryNoland.mp3,there was a fungus among us terry noland.mp3
ThereYouGoBennyBarnes.mp3,there you go benny barnes.mp3
TheRightKeyButTheWrongKeyHoleHardrockGunter.mp3,the right key but the wrong keyhole hard rock gunter.mp3
TheRockARoundEsquerita.mp3,the rock around esque rita.mp3
TheRockinLadyPennyCandy.mp3,the rockin lady penny candy.mp3
TheSouthsGonnaRiseAgainLeeDenson.mp3,the south s gonna rise again lee denson.mp3
TheSyndicateTheNationals.mp3,the syndicate the nationals.mp3
TheWalkJimmyMcCracklin.mp3,the walk jimmy mc cracklin.mp3
TheWayIWalkJScott.mp3,the way i walk j scott.mp3
TheWomanILoveGeneTerryNHisKoolKats.mp3,the woman i love gene terry n his kool kats.mp3
TheworryinkindTommySands.mp3,the worry in kind tommy sands.mp3
TheyRaidedTheJointMackBanks.mp3,they raided the joint mack banks.mp3
The_AtmospheresThe_Fickle_Chicken.mp3,the atmospheres the fickle chicken.mp3
The_Del_TonesRockinBlues.mp3,the del tones rockin blues.mp3
The_Duals__Wait_up_baby.mp3,the duals wait up baby.mp3
The_Rockin_Saints__Alright_Baby.mp3,the rockin saints alright baby.mp3
The_Sprouts__Teen_Billy_Baby.mp3,the sprouts teen billy baby.mp3
ThisLittleGirlOfMineEverlyBrothers.mp3,this little girl of mine everly brothers.mp3
ThisTrainWithRickyNelson.mp3,this train with ricky nelson.mp3
ThreeMonthstoKillHuelynDuvall.mp3,three months to kill hue lyn duvall.mp3
ThreeStarsTommyDee.mp3,three stars tommy dee.mp3
Thumper_JonesRock.mp3,thumper jones rock.mp3
ThunderbirdBilly_Lee_Riley.mp3,thunderbird billy lee riley.mp3
TipToesBobbyWayne.mp3,tiptoes bobby wayne.mp3
TOMMY_BLAKE_cool_alligator.mp3,tommy blake cool alligator.mp3
Tommy_Blake_Sweetie_Pie.mp3,tommy blake sweetie pie.mp3
TooMuchFunBuddyKnox.mp3,too much fun buddy knox.mp3
TooOldtoRockNRollChucklinChuckSloan.mp3,too old to rocknroll chuck lin chucks loan.mp3
ToreUpSleepyLabeef.mp3,to re up sleepy la beef.mp3
TRACY_PENDARVIS_A_THOUSAND_GUITARS.mp3,tracy pendarvis a thousand guitars.mp3
Tracy_Pendarvis_South_Bound_Line.mp3,tracy pendarvis southbound line.mp3
TrainKeptARollinJohnnyBurnette.mp3,train kept a roll in johnny burnette.mp3
TransfusionNervousNorvus.mp3,transfusion nervous norv us.mp3
TrappedLoveKeithCourvale.mp3,trapped love keith cour vale.mp3
TreatMeRightKennyParchman.mp3,treat me right kenny parchman.mp3
TroubleBoundBLR.mp3,trouble bound blr.mp3
TruckDrivinManTerryFell.mp3,truck drivin man terry fell.mp3
TrueLoveComeMyWayLarryDiamond.mp3,true love come my way larry diamond.mp3
TrumpetMalcolmYelvington.mp3,trumpet malcolm yelvington.mp3
TryMeBobLuman.mp3,try me bob luman.mp3
tuggin_on_my_heart_stringsDAVE_RICH_.mp3,tug gin on my heartstrings dave rich.mp3
TurnAroundStanPerkins.mp3,turnaround stan perkins.mp3
TwentyFlightRockEddieCochran.mp3,twenty flight rock eddie cochran.mp3
UbangiStompWarrenSmith.mp3,ubangi stomp warren smith.mp3
UncleJohnWildChildGipson.mp3,uncle john wildchild gipson.mp3
UnderstandYourManGrantGrieves.mp3,understand your man grant grieves.mp3
UstaBeMyBabySanfordClark.mp3,usta be my baby sanford clark.mp3
VacationsOverLouJosie.mp3,vacations over lou josie.mp3
VayaConDiosMyDarlingLesPaulNMaryFord.mp3,vaya condi os my darling les paul n mary ford.mp3
Vince_Maloy__Soda_Pop.mp3,vince maloy soda pop.mp3
WaikikiBeachPaulPeek.mp3,waikiki beach paul peek.mp3
WalkdontrunVentures.mp3,walk dont run ventures.mp3
WalkingInMySleepJerryDean.mp3,walking in my sleep jerry dean.mp3
WantedManNumberNine.mp3,wanted man number nine.mp3
Warren_Smith__Sweet_Sweet_Girl.mp3,warren smith sweet sweet girl.mp3
WashMachineBoogieBillBrowningTheEchoValleyBoys.mp3,wash machine boogie bill browning the echo valley boys.mp3
WastedDaysWastedNightsFreddyFender.mp3,wasted days wasted nights freddy fender.mp3
WatchYourMouthTroyceKey_.mp3,watch your mouth t royce key.mp3
WeekendKingsmenComets woBillHaley.mp3,weekend kingsmen comets wo bill haley.mp3
WeGonnaBopStopRockRayVict.mp3,we gonna bop stop rock ray vict.mp3
WellIKnockedBimBamGeneVincent.mp3,well i knocked bimba m gene vincent.mp3
WellKnowDigThisJodimars.mp3,well know dig this jodi mars.mp3
WereGonnaRockTonightCarlos.mp3,were gonna rock tonight carlos.mp3
WERLY_FAIRBURN_All_the_Time.mp3,we rly fairburn all the time.mp3
Werly_Fairburn_Telephone_baby.mp3,we rly fairburn telephone baby.mp3
Wesley_Hardin__Cry_Cry_Cry.mp3,wesley hardin cry cry cry.mp3
Wes_Voight__Im_Ready_To_Go_Steady.mp3,wes voight im ready to go steady.mp3
WeWannaBoogieSonnyBurgess.mp3,we wanna boogie sonny burgess.mp3
WhamLonnieMack.mp3,wham lonnie mack.mp3
WhatAmIGonnaDoJimmy Evans.mp3,what ami gonna do jimmy evans.mp3
WhatDidYouSayRedHotnBlue_.mp3,what did you say red hot n blue.mp3
WhatsAllThisBobMatticeandThePhaetons.mp3,whats all this bob mattice and the phaeton s.mp3
WheelsTheStringALongs.mp3,wheels the string alongs.mp3
WhenIFoundYou1956JerryReed.mp3,when i found you 1956jerryreed.mp3
WhenMyDreamBoatComesHomeGradyMartin.mp3,when my dreamboat comes home grady martin.mp3
WheredYouStayLastNiteRayHarris__.mp3,where d you stay last nite ray harris.mp3
WhiteLightningTheBigBopperOriginalversion_.mp3,white lightning the big bopper original version.mp3
WhiteSilverSandsDonRondo.mp3,white silver sands don rondo.mp3
WholeLottaShakinGoinOnTooterBoatman.mp3,whole lotta shakin goin on too ter boatman.mp3
WildcatTamerTarheelSlim.mp3,wildcat tamer tarheel slim.mp3
WildSideOfLifeJLL.mp3,wild side of life jll.mp3
WildWildPartyCharlieFeathers.mp3,wild wild party charlie feathers.mp3
WillieAndTheHand JiveJohnnyOtis.mp3,willie and the hand jive johnny otis.mp3
Willie_Ward__Im_A_Mad_Man.mp3,willie ward im a madman.mp3
WomanLoveJimmyJohnson.mp3,woman love jimmy johnson.mp3
WoodpeckerRockNatCoutyandtheBraves_.mp3,woodpecker rock natco uty and the braves.mp3
WooHooTheRockATeens.mp3,woohoo the rock a teens.mp3
WorriedAboutYouBabyAltMaylon.mp3,worried about you baby alt may lon.mp3
YaketySaxAceCannon.mp3,yakety sax ace cannon.mp3
Yeah_BabyBetty_Smith_.mp3,yeah baby betty smith.mp3
You'reGoneButI'mLeftTyrone Schmidling.mp3,your e gone but im left tyrone schmidlin g.mp3
YouBugMeBabyLarryWilliams.mp3,you bug me baby larry williams.mp3
YouCanPersuadeMe.mp3,you can persuade me.mp3
YouCantSitDownTheDovells.mp3,you cant sit down the dove lls.mp3
YouCantStopMefromDreaminRobinLuke.mp3,you cant stop me from dreamin robin luke.mp3
YoullBeMyBabyDavidGates.mp3,youll be my baby david gates.mp3
YoulookthatgoodtomeJoeClay.mp3,you look that good to me joe clay.mp3
YouMadeAHitRaySmith.mp3,you made a hit ray smith.mp3
YouMakeItTheyTakeItJR.mp3,you make it they take it jr.mp3
YoungAndWildAlHendrix.mp3,young and wild al hendrix.mp3
YoungLongJohnPhilBarclay.mp3,young long john phil barclay.mp3
YouOughtaSeeGrandmaRockSkeetsMcDonald.mp3,you oughta see grandma rock skeets mcdonald.mp3
YoureGoneBabyJimmyLloyd.mp3,your eg one baby jimmy lloyd.mp3
YoureGoneRudyGrayzell.mp3,your eg one rudy gray zell.mp3
YoureSoRightForMeRonnieSelf.mp3,your e so right for me ronnie self.mp3
YoureSoSquareBabyIDontCareRodneyScott.mp3,your e so square baby i dont care rodney scott.mp3
YouretheOneThatDoneItThomasWayne.mp3,your e the one that done it thomas wayne.mp3
YourLovinManVernonTaylor.mp3,your lovin man vernon taylor.mp3
YourTrueLoveAltCarlPerkins.mp3,your true love alt carl perkins.mp3
YouSendMeSamCooke.mp3,you send me sam cooke.mp3
You_Call_Everybody_DarlinKenny_Parchman.mp3,you call everybody darlin kenny parchman.mp3
You_Gotta_MoveChester_Smith.mp3,you gotta move chester smith.mp3
you_tell_her_i_stutterJIMMY_LEE_PROW_.mp3,you tell her i stutter jimmy lee prow.mp3
